Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,BadPass,LostBall,Shoot Foul Commit,Shoot Foul Drawn,Off Foul Commit,Off Foul Drawn,PGA,And1,Blkd,Avg Dist on Shot,0-3 FGA,0-3 FG%,3-10 FGA,3-10 FG%,10-16 FGA,10-16 FG%,16-3P FGA,16-3P FG%,Player Key,All NBA 1st,All NBA 2nd,All NBA 3rd,All NBA,All NBA 1st2,All NBA 2nd2,All NBA 3rd2,All NBA Prev
B.J. Johnson,SF,24.0,ORL,10.0,0.0,8.3,0.9,3.2,0.281,0.3,0.9,0.333,0.6,2.3,0.261,0.9,1.0,0.9,0.3,1.2,1.5,0.3,0.3,0.0,0.6,0.3,3.0,81.0,111.0,2020,5.4,0.412,0.281,0.313,3.8,16.1,9.7,5.1,1.8,0.0,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9.0,-0.1,0.0,0.19,0.32,0.49,0.0,-5.1,-4.1,1.0,4.0,2.0,3.0,1.0,1.0,7.0,0.0,1.0,14.2,0.219,0.571,0.125,0.0,0.125,0.25,0.25,0.125,B.J. Johnson2020,0,0,0,0,0,0,0,0
Cameron Johnson,PF,23.0,PHO,57.0,9.0,22.0,3.1,7.1,0.435,1.9,4.8,0.39,1.2,2.3,0.526,0.8,1.0,0.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5,8.8,117.0,113.0,2020,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1.0,2.7,0.102,0.8,-0.4,0.3,0.7,0.0,0.0,0.21,0.78,0.01,0.0,-0.6,13.0,8.0,45.0,22.0,1.0,15.0,173.0,9.0,15.0,18.7,0.188,0.711,0.044,0.167,0.054,0.364,0.042,0.294,Cameron Johnson2020,0,0,0,0,0,0,0,0
James Johnson,PF-C,32.0,TOT,32.0,1.0,19.3,3.2,6.7,0.479,1.0,2.8,0.363,2.2,3.9,0.565,1.0,1.5,0.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4,107.0,108.0,2020,14.8,0.572,0.423,0.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,0.3,0.8,1.1,0.089,-1.1,1.1,0.0,0.3,0.0,0.0,0.02,0.79,0.19,-6.0,-5.9,22.0,11.0,38.0,26.0,7.0,1.0,185.0,6.0,13.0,13.2,0.372,0.713,0.153,0.303,0.042,0.222,0.009,0.5,James Johnson2020,0,0,0,0,0,0,0,0
Keldon Johnson,SF,20.0,SAS,17.0,1.0,17.7,3.1,5.2,0.596,0.8,1.3,0.591,2.4,3.9,0.597,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1,131.0,113.0,2020,19.1,0.711,0.247,0.494,3.6,16.8,10.2,7.2,2.2,0.6,10.7,17.4,0.8,0.2,1.1,0.174,1.5,0.0,1.5,0.3,0.0,0.08,0.76,0.15,0.0,10.7,13.1,1.0,6.0,12.0,20.0,2.0,0.0,37.0,4.0,5.0,10.1,0.427,0.711,0.191,0.471,0.079,0.286,0.056,0.6,Keldon Johnson2020,0,0,0,0,0,0,0,0
Stanley Johnson,PF,23.0,TOR,25.0,0.0,6.0,0.9,2.4,0.373,0.3,1.0,0.292,0.6,1.4,0.429,0.4,0.6,0.563,0.3,1.2,1.5,0.8,0.2,0.2,0.6,0.6,2.4,90.0,103.0,2020,9.9,0.454,0.407,0.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,-0.3,0.3,0.0,0.014,-3.9,1.4,-2.6,0.0,0.0,0.0,0.03,0.93,0.05,5.4,-1.3,6.0,3.0,7.0,7.0,2.0,1.0,51.0,2.0,5.0,14.2,0.305,0.611,0.169,0.3,0.051,0.0,0.068,0.25,Stanley Johnson2020,0,0,0,0,0,0,0,0
Tyler Johnson,PG-SG,27.0,TOT,39.0,7.0,18.2,2.5,6.4,0.388,1.0,3.1,0.319,1.5,3.4,0.45,1.1,1.3,0.84,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5,7.0,105.0,114.0,2020,10.1,0.504,0.476,0.2,2.7,8.9,5.8,14.8,1.1,1.1,9.6,18.0,0.3,0.5,0.7,0.05,-2.0,-0.9,-2.9,-0.2,0.41,0.55,0.04,0.0,0.0,-5.4,-6.0,16.0,7.0,26.0,20.0,2.0,9.0,184.0,0.0,16.0,17.9,0.144,0.556,0.112,0.286,0.092,0.478,0.176,0.455,Tyler Johnson2020,0,0,0,0,0,0,0,0
Nikola Jokić,C,24.0,DEN,73.0,73.0,32.0,7.7,14.7,0.528,1.1,3.5,0.314,6.6,11.2,0.594,3.4,4.1,0.817,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0,19.9,119.0,108.0,2020,24.9,0.605,0.238,0.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2.0,7.4,5.5,0.0,0.0,0.0,0.0,1.0,4.4,6.2,135.0,54.0,98.0,107.0,20.0,19.0,1171.0,26.0,32.0,12.0,0.237,0.724,0.275,0.599,0.143,0.49,0.107,0.435,Nikola Jokić2020,0,0,0,0,0,1,0,1
Damian Jones,C,24.0,ATL,55.0,27.0,16.1,2.2,3.2,0.68,0.0,0.2,0.222,2.2,3.1,0.704,1.1,1.5,0.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6,138.0,113.0,2020,15.6,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,0.152,-1.6,0.1,-1.5,0.1,0.0,0.0,0.0,0.01,0.99,-14.0,-8.3,4.0,4.0,84.0,38.0,10.0,4.0,82.0,5.0,25.0,3.3,0.815,0.759,0.107,0.421,0.006,0.0,0.022,0.25,Damian Jones2020,0,0,0,0,0,0,0,0
Derrick Jones Jr.,SF,22.0,MIA,59.0,16.0,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5,126.0,109.0,2020,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1.0,0.0,0.06,0.78,0.16,0.0,1.3,-2.6,7.0,10.0,69.0,55.0,3.0,20.0,155.0,14.0,14.0,11.2,0.49,0.737,0.112,0.487,0.011,0.25,0.009,0.333,Derrick Jones Jr.2020,0,0,0,0,0,0,0,0
Tyus Jones,PG,23.0,MEM,65.0,6.0,19.0,3.0,6.6,0.459,0.7,1.9,0.379,2.3,4.7,0.492,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,116.0,112.0,2020,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,1.9,1.1,3.0,0.117,0.4,0.2,0.6,0.8,1.0,0.0,0.0,0.0,0.0,-1.8,-1.7,39.0,7.0,19.0,16.0,3.0,8.0,689.0,1.0,25.0,13.6,0.175,0.653,0.242,0.423,0.198,0.435,0.096,0.488,Tyus Jones2020,0,0,0,0,0,0,0,0
DeAndre Jordan,C,31.0,BRK,56.0,6.0,22.0,3.4,5.1,0.666,0.0,0.0,0.0,3.4,5.1,0.666,1.5,2.2,0.68,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3,129.0,104.0,2020,19.9,0.682,0.0,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3.0,2.2,5.2,0.2,1.2,1.8,3.0,1.5,0.0,0.0,0.0,0.0,1.0,-1.3,-1.0,40.0,11.0,58.0,49.0,14.0,6.0,245.0,18.0,19.0,1.8,0.836,0.729,0.15,0.349,0.007,0.0,0.007,0.5,DeAndre Jordan2020,0,0,0,0,0,0,0,0
Cory Joseph,PG,28.0,SAC,72.0,26.0,24.4,2.4,5.7,0.415,0.8,2.2,0.352,1.6,3.5,0.455,0.8,1.0,0.857,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8,6.4,110.0,114.0,2020,10.1,0.517,0.386,0.17,2.7,9.4,6.0,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,0.062,-2.1,0.1,-2.0,0.0,0.73,0.27,0.0,0.0,0.0,0.2,4.7,53.0,20.0,73.0,27.0,3.0,41.0,614.0,6.0,13.0,15.4,0.158,0.677,0.201,0.41,0.131,0.315,0.124,0.392,Cory Joseph2020,0,0,0,0,0,0,0,0
Mfiondu Kabengele,C,22.0,LAC,12.0,0.0,5.3,1.2,2.7,0.438,0.8,1.7,0.45,0.4,1.0,0.417,0.4,0.4,1.0,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5,119.0,107.0,2020,18.2,0.614,0.625,0.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,0.1,0.1,0.2,0.173,2.3,-0.1,2.2,0.1,0.0,0.0,0.0,0.15,0.86,0.9,-5.7,1.0,1.0,8.0,2.0,0.0,0.0,5.0,1.0,4.0,18.0,0.188,0.833,0.125,0.0,0.063,0.0,0.0,0.0,Mfiondu Kabengele2020,0,0,0,0,0,0,0,0
Frank Kaminsky,C,26.0,PHO,39.0,13.0,19.9,3.5,7.9,0.45,1.1,3.2,0.331,2.5,4.7,0.53,1.6,2.3,0.678,0.9,3.6,4.5,1.9,0.4,0.3,0.9,1.9,9.7,110.0,112.0,2020,14.2,0.545,0.404,0.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,0.7,0.7,1.4,0.087,-0.1,-0.4,-0.5,0.3,0.0,0.0,0.0,0.0,1.0,-0.7,-1.4,12.0,9.0,42.0,41.0,5.0,7.0,182.0,9.0,19.0,13.4,0.293,0.6,0.195,0.55,0.065,0.35,0.042,0.231,Frank Kaminsky2020,0,0,0,0,0,0,0,0
Enes Kanter,C,27.0,BOS,58.0,7.0,16.9,3.4,6.0,0.572,0.0,0.1,0.143,3.4,5.9,0.581,1.2,1.7,0.707,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7,8.1,123.0,104.0,2020,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,0.0,0.0,0.0,0.0,1.0,9.6,4.3,15.0,11.0,60.0,44.0,14.0,1.0,133.0,12.0,36.0,3.6,0.661,0.639,0.27,0.479,0.017,0.167,0.032,0.455,Enes Kanter2020,0,0,0,0,0,0,0,0
Luke Kennard,SG,23.0,DET,28.0,25.0,32.9,5.4,12.2,0.442,2.6,6.5,0.399,2.8,5.7,0.491,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,117.0,117.0,2020,14.4,0.589,0.535,0.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,1.6,0.3,1.9,0.1,1.1,-1.4,-0.3,0.4,0.0,0.53,0.47,0.0,0.0,-2.8,1.8,21.0,12.0,26.0,22.0,6.0,4.0,272.0,3.0,13.0,18.2,0.126,0.721,0.117,0.425,0.111,0.342,0.111,0.447,Luke Kennard2020,0,0,0,0,0,0,0,0
Stanton Kidd,SG,27.0,UTA,4.0,0.0,3.8,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0,13.0,112.0,2020,-13.7,0.0,0.333,0.0,0.0,21.3,11.0,8.0,0.0,0.0,40.0,14.6,-0.1,0.0,-0.1,-0.327,-15.7,-1.3,-17.0,-0.1,0.0,0.48,0.52,0.0,0.0,-0.2,-2.5,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,11.7,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,Stanton Kidd2020,0,0,0,0,0,0,0,0
Michael Kidd-Gilchrist,PF,26.0,TOT,25.0,0.0,11.2,0.9,2.6,0.333,0.2,0.8,0.25,0.7,1.8,0.37,0.4,0.6,0.786,0.6,2.1,2.7,0.6,0.1,0.2,0.6,1.5,2.4,85.0,113.0,2020,4.2,0.416,0.303,0.212,5.3,20.4,12.8,7.1,0.3,1.9,18.1,13.7,-0.4,0.2,-0.2,-0.03,-6.3,-1.1,-7.4,-0.4,0.0,0.0,0.29,0.7,0.01,4.8,5.6,5.0,4.0,17.0,6.0,1.0,1.0,37.0,2.0,5.0,12.7,0.212,0.5,0.333,0.364,0.045,0.333,0.106,0.143,Michael Kidd-Gilchrist2020,0,0,0,0,0,0,0,0
Louis King,SF,20.0,DET,10.0,0.0,6.2,0.8,2.1,0.381,0.4,1.1,0.364,0.4,1.0,0.4,0.0,0.3,0.0,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0,93.0,113.0,2020,6.2,0.448,0.524,0.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,-0.1,0.0,0.0,-0.007,-5.1,-1.1,-6.2,-0.1,0.0,0.03,0.95,0.01,0.0,11.3,15.8,1.0,0.0,4.0,2.0,1.0,0.0,12.0,1.0,1.0,16.4,0.143,0.333,0.19,0.75,0.143,0.0,0.0,0.0,Louis King2020,0,0,0,0,0,0,0,0
Maxi Kleber,PF,28.0,DAL,74.0,21.0,25.5,3.2,6.9,0.461,1.6,4.3,0.373,1.6,2.6,0.605,1.1,1.3,0.849,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1,122.0,112.0,2020,13.6,0.605,0.621,0.181,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,3.2,1.7,4.8,0.123,0.4,0.0,0.4,1.1,0.0,0.0,0.0,0.3,0.7,3.4,-3.1,17.0,15.0,103.0,42.0,15.0,12.0,215.0,14.0,14.0,16.7,0.276,0.669,0.066,0.471,0.027,0.357,0.01,0.4,Maxi Kleber2020,0,0,0,0,0,0,0,0
Brandon Knight,SG-PG,28.0,TOT,25.0,3.0,18.5,2.4,6.7,0.353,1.8,5.2,0.344,0.6,1.4,0.389,0.8,1.4,0.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3,98.0,117.0,2020,8.5,0.503,0.784,0.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.01,-1.8,-2.6,-4.4,-0.3,0.75,0.25,0.0,0.0,0.0,-8.9,-3.1,20.0,11.0,13.0,5.0,4.0,4.0,175.0,1.0,8.0,22.1,0.066,0.364,0.066,0.273,0.078,0.538,0.006,0.0,Brandon Knight2020,0,0,0,0,0,0,0,0
Kevin Knox,SF,20.0,NYK,65.0,4.0,17.9,2.2,6.2,0.359,1.0,3.1,0.327,1.2,3.1,0.391,1.0,1.6,0.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4,97.0,114.0,2020,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7,0.0,0.03,0.77,0.19,0.0,-8.0,-2.6,15.0,14.0,56.0,47.0,10.0,2.0,145.0,5.0,21.0,16.6,0.195,0.564,0.125,0.26,0.082,0.333,0.102,0.268,Kevin Knox2020,0,0,0,0,0,0,0,0
John Konchar,SG,23.0,MEM,19.0,0.0,9.5,1.3,1.9,0.649,0.3,0.5,0.5,1.0,1.4,0.704,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8,140.0,110.0,2020,18.0,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,0.5,0.2,0.7,0.182,2.5,2.0,4.5,0.3,0.14,0.75,0.12,0.0,0.0,7.3,8.5,5.0,1.0,7.0,2.0,0.0,0.0,54.0,2.0,2.0,8.5,0.541,0.75,0.135,0.6,0.054,0.5,0.0,0.0,John Konchar2020,0,0,0,0,0,0,0,0
Furkan Korkmaz,SG,22.0,PHI,72.0,12.0,21.7,3.4,7.8,0.43,2.0,4.9,0.402,1.4,2.9,0.478,1.1,1.4,0.755,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8,111.0,112.0,2020,12.0,0.579,0.632,0.181,1.3,10.6,6.0,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.3,-1.0,-1.3,0.3,0.0,0.31,0.65,0.04,0.0,2.0,-0.6,26.0,11.0,46.0,39.0,5.0,13.0,187.0,7.0,8.0,19.2,0.11,0.677,0.123,0.377,0.078,0.432,0.057,0.375,Furkan Korkmaz2020,0,0,0,0,0,0,0,0
Luke Kornet,C,24.0,CHI,36.0,14.0,15.5,2.3,5.2,0.439,0.9,3.0,0.287,1.4,2.2,0.646,0.6,0.8,0.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,112.0,111.0,2020,12.7,0.539,0.578,0.15,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,0.5,0.6,1.1,0.091,-0.9,-0.2,-1.2,0.1,0.0,0.0,0.0,0.0,1.0,-5.0,-2.0,6.0,2.0,35.0,13.0,4.0,3.0,75.0,2.0,6.0,16.1,0.289,0.741,0.102,0.474,0.021,0.5,0.011,0.0,Luke Kornet2020,0,0,0,0,0,0,0,0
Kyle Korver,SF,38.0,MIL,58.0,1.0,16.6,2.2,5.1,0.43,1.7,4.1,0.418,0.5,1.0,0.482,0.6,0.7,0.854,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.7,113.0,106.0,2020,11.3,0.62,0.809,0.14,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,0.9,1.5,2.5,0.124,-0.6,0.7,0.1,0.5,0.0,0.19,0.66,0.16,0.0,5.6,-6.1,26.0,7.0,41.0,9.0,7.0,8.0,155.0,2.0,5.0,23.4,0.038,0.455,0.017,0.2,0.031,0.556,0.106,0.516,Kyle Korver2020,0,0,0,0,0,0,0,0
Rodions Kurucs,PF,21.0,BRK,47.0,9.0,14.6,1.7,3.8,0.446,0.7,1.9,0.367,1.0,1.9,0.529,0.5,0.8,0.632,0.5,2.4,2.9,1.1,0.5,0.1,1.0,1.9,4.6,101.0,109.0,2020,8.9,0.555,0.508,0.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.055,-3.6,0.8,-2.8,-0.1,0.0,0.0,0.0,0.82,0.18,-2.0,-1.7,19.0,13.0,37.0,12.0,6.0,7.0,131.0,2.0,14.0,14.3,0.35,0.645,0.124,0.273,0.011,0.0,0.006,0.0,Rodions Kurucs2020,0,0,0,0,0,0,0,0
Kyle Kuzma,PF,24.0,LAL,61.0,9.0,25.0,4.8,11.0,0.436,1.4,4.5,0.316,3.4,6.5,0.518,1.9,2.5,0.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1,12.8,103.0,109.0,2020,12.2,0.531,0.407,0.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,0.1,1.9,2.0,0.063,-1.6,-1.0,-2.6,-0.2,0.0,0.0,0.09,0.88,0.04,5.7,-0.2,36.0,21.0,73.0,77.0,17.0,10.0,194.0,18.0,22.0,15.2,0.193,0.783,0.226,0.411,0.078,0.385,0.096,0.344,Kyle Kuzma2020,0,0,0,0,0,0,0,0
Skal Labissière,C,23.0,POR,33.0,1.0,17.2,2.5,4.5,0.551,0.1,0.4,0.231,2.4,4.1,0.582,0.8,1.0,0.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,121.0,113.0,2020,15.4,0.588,0.088,0.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,1.0,0.4,1.4,0.119,-1.5,0.2,-1.3,0.1,0.0,0.0,0.0,0.08,0.92,1.7,3.1,8.0,7.0,45.0,13.0,10.0,3.0,102.0,1.0,7.0,8.3,0.374,0.673,0.279,0.463,0.177,0.615,0.082,0.5,Skal Labissière2020,0,0,0,0,0,0,0,0
Jeremy Lamb,SG,27.0,IND,46.0,42.0,28.1,4.7,10.4,0.451,1.2,3.4,0.335,3.5,7.0,0.508,2.0,2.4,0.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5,108.0,107.0,2020,14.0,0.547,0.33,0.23,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,0.9,1.8,2.7,0.099,-1.1,0.8,-0.4,0.5,0.0,0.95,0.05,0.0,0.0,-0.3,-4.0,27.0,11.0,44.0,51.0,8.0,20.0,223.0,9.0,16.0,15.1,0.194,0.624,0.146,0.457,0.146,0.543,0.184,0.398,Jeremy Lamb2020,0,0,0,0,0,0,0,0
Romeo Langford,SG,20.0,BOS,32.0,2.0,11.6,0.9,2.5,0.35,0.2,0.8,0.185,0.7,1.7,0.434,0.6,0.8,0.72,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,2.5,95.0,111.0,2020,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,0.07,0.65,0.28,0.0,0.0,10.6,4.6,4.0,5.0,19.0,9.0,1.0,10.0,32.0,0.0,11.0,11.5,0.338,0.556,0.275,0.273,0.038,0.667,0.013,0.0,Romeo Langford2020,0,0,0,0,0,0,0,0
Zach LaVine,SG,24.0,CHI,60.0,60.0,34.8,9.0,20.0,0.45,3.1,8.1,0.38,5.9,11.9,0.497,4.5,5.6,0.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5,106.0,110.0,2020,19.4,0.568,0.404,0.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,1.8,2.2,4.0,0.091,3.2,-0.8,2.4,2.4,0.0,0.31,0.67,0.02,0.0,-5.0,-5.0,96.0,59.0,63.0,143.0,20.0,7.0,609.0,33.0,86.0,13.9,0.374,0.623,0.083,0.182,0.048,0.228,0.093,0.405,Zach LaVine2020,0,0,0,0,0,0,0,0
Vic Law,PF,24.0,ORL,8.0,0.0,7.8,0.8,2.3,0.333,0.1,0.9,0.143,0.6,1.4,0.455,0.3,0.8,0.333,0.3,1.1,1.4,0.4,0.3,0.0,0.3,0.8,1.9,79.0,111.0,2020,3.7,0.363,0.389,0.333,3.4,16.2,9.6,6.7,1.6,0.0,8.8,15.8,-0.1,0.1,-0.1,-0.052,-7.1,-2.5,-9.6,-0.1,0.0,0.0,0.66,0.34,0.0,-7.0,-6.1,1.0,0.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,19.0,0.111,0.0,0.167,0.667,0.111,1.0,0.222,0.25,Vic Law2020,0,0,0,0,0,0,0,0
Jake Layman,SF,25.0,MIN,23.0,2.0,22.0,3.5,7.8,0.453,1.0,3.1,0.333,2.5,4.7,0.533,1.0,1.4,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,102.0,114.0,2020,10.3,0.544,0.402,0.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,0.03,-2.7,-1.0,-3.7,-0.2,0.0,0.0,0.09,0.91,0.0,1.5,7.3,10.0,3.0,21.0,17.0,4.0,4.0,34.0,6.0,4.0,13.3,0.352,0.635,0.14,0.28,0.039,0.571,0.067,0.5,Jake Layman2020,0,0,0,0,0,0,0,0
T.J. Leaf,PF,22.0,IND,28.0,1.0,7.9,1.3,3.1,0.419,0.2,0.6,0.278,1.1,2.4,0.456,0.3,0.6,0.438,0.8,1.7,2.5,0.3,0.4,0.1,0.3,0.8,3.0,98.0,105.0,2020,12.9,0.451,0.209,0.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20.0,-0.1,0.4,0.3,0.061,-2.5,0.1,-2.4,0.0,0.0,0.0,0.0,0.57,0.43,1.5,-0.9,2.0,5.0,12.0,6.0,0.0,2.0,23.0,2.0,7.0,8.6,0.5,0.581,0.209,0.278,0.07,0.167,0.012,0.0,T.J. Leaf2020,0,0,0,0,0,0,0,0
Jalen Lecque,SG,19.0,PHO,5.0,0.0,6.4,0.8,2.0,0.4,0.0,0.8,0.0,0.8,1.2,0.667,0.4,0.4,1.0,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.6,2.0,86.0,118.0,2020,2.7,0.46,0.4,0.2,0.0,7.0,3.5,8.6,0.0,0.0,15.5,17.1,0.0,0.0,0.0,-0.065,-7.1,-2.9,-10.0,-0.1,0.0,1.0,0.0,0.0,0.0,-25.2,-25.9,0.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,13.4,0.4,0.75,0.0,0.0,0.1,1.0,0.1,0.0,Jalen Lecque2020,0,0,0,0,0,0,0,0
Courtney Lee,SG,34.0,DAL,24.0,9.0,14.4,1.7,3.4,0.488,0.9,2.0,0.447,0.8,1.5,0.543,0.3,0.3,0.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,116.0,111.0,2020,10.8,0.629,0.573,0.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,0.092,-2.1,1.5,-0.6,0.1,0.0,0.17,0.77,0.06,0.0,7.5,2.9,6.0,2.0,14.0,3.0,0.0,0.0,32.0,1.0,0.0,17.3,0.171,0.714,0.134,0.545,0.024,0.0,0.098,0.375,Courtney Lee2020,0,0,0,0,0,0,0,0
Damion Lee,SG,27.0,GSW,49.0,36.0,29.0,4.3,10.4,0.417,1.7,4.9,0.356,2.6,5.6,0.471,2.2,2.6,0.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7,108.0,114.0,2020,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,0.9,0.8,1.7,0.058,-1.5,-0.8,-2.3,-0.1,0.11,0.7,0.18,0.0,0.0,-4.2,8.6,38.0,10.0,46.0,44.0,7.0,21.0,316.0,10.0,21.0,16.9,0.145,0.662,0.151,0.403,0.139,0.465,0.098,0.3,Damion Lee2020,0,0,0,0,0,0,0,0
Alex Len,C,26.0,TOT,55.0,12.0,17.6,3.2,5.8,0.555,0.3,1.1,0.271,2.9,4.7,0.619,1.2,1.9,0.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,116.0,111.0,2020,17.7,0.6,0.185,0.329,11.1,25.2,18.0,7.9,1.1,4.3,13.1,18.1,1.5,1.0,2.5,0.122,-0.5,-0.3,-0.7,0.3,0.0,0.0,0.0,0.0,1.0,-5.9,-1.1,12.0,16.0,76.0,51.0,17.0,1.0,125.0,9.0,21.0,7.3,0.555,0.695,0.197,0.492,0.056,0.333,0.006,0.5,Alex Len2020,0,0,0,0,0,0,0,0
Kawhi Leonard,SF,28.0,LAC,57.0,57.0,32.4,9.3,19.9,0.47,2.2,5.7,0.378,7.2,14.2,0.506,6.2,7.1,0.886,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,117.0,104.0,2020,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33.0,5.4,3.3,8.7,0.226,6.5,2.4,8.9,5.1,0.0,0.23,0.6,0.17,0.0,12.0,11.5,59.0,42.0,37.0,167.0,24.0,7.0,684.0,45.0,40.0,14.6,0.167,0.698,0.174,0.452,0.226,0.445,0.147,0.446,Kawhi Leonard2020,0,0,0,0,0,1,0,1
